Name,Distance,Rating,Votes,Address,Website
Hindustan Bakery General Stores Near M D College Parel,,,0 Votes,"Shop No 292, Shapurji Palanji Compound, Dr S S Rao Road, Parel, Mumbai - 400012, Near M D College",https://www.justdial.com/Mumbai/Hindustan-Bakery-General-Stores-Near-M-D-College-Parel/022PXX22-XX22-180317183007-E4I6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Rajput General Stores Opposite Indian Cancer Society Parel,0.25 KM,,0 Votes,"Shop No 8/10, Satya Hanuman Buildimg No 3, Jerbai Wadia Road, Bhoiwada, Parel, Mumbai - 400012, Opposite Indian Cancer Society",https://www.justdial.com/Mumbai/Rajput-General-Stores-Opposite-Indian-Cancer-Society-Parel/022PXX22-XX22-171116153025-V2X1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Manasi Grain Provision General Store Opposite Naigaon Police Headquarters Parel,0.25 KM,,0 Votes,"Shop No 2, Shivlal Patra Chawl, St Xavier Street, Bhoiwada, Parel, Mumbai - 400012, Opposite Naigaon Police Headquarters",https://www.justdial.com/Mumbai/Manasi-Grain-Provision-General-Store-Opposite-Naigaon-Police-Headquarters-Parel/022PXX22-XX22-171118162018-H6U3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Gurukripa General Store Parel,0.32 KM,,0 Votes,"Omroop Cooperative Housing Society, Dattaram Lad Marg, Kalachowki, Kalachowki, Lal Baug, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Gurukripa-General-Store-Parel/022PXX22-XX22-180327161306-Q5D5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Raju General Stores Near Mirchi Galli Ganesh Nagar Parel,0.58 KM,4.4,7 Votes,"Shop No 1, 2, C.J Shah Market, Parel, Mumbai - 400012, Near Mirchi Galli, Ganesh Nagar",https://www.justdial.com/Mumbai/Raju-General-Stores-Near-Mirchi-Galli-Ganesh-Nagar-Parel/022P1965142_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Ambika General Store Opp Nowroz Baug Parel,0.61 KM,,0 Votes,"Shop no 03 Jetha Kripa building, Dr S S Rao Road, Parel, Mumbai - 400012, Opp Nowroz Baug",https://www.justdial.com/Mumbai/Ambika-General-Store-Opp-Nowroz-Baug-Parel/022PXX22-XX22-161025122303-Q1C3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Shital Stores Lal Baug,0.64 KM,3.8,4 Votes,"New Market, Dinshaw Petit Road, Parel, Lal Baug, Mumbai - 400012",https://www.justdial.com/Mumbai/Shital-Stores-Lal-Baug/022PXX22-XX22-170209085237-P9R8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Ramesh Grain and Provision Store Next to Hotel Anand Parel,0.65 KM,,0 Votes,"shapurji palanji compound, Dr S S Rao Road, Parel, Mumbai - 400012, Next to Hotel Anand",https://www.justdial.com/Mumbai/Ramesh-Grain-and-Provision-Store-Next-to-Hotel-Anand-Parel/022PXX22-XX22-150630100410-K5B4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Pushpa General Stores Parel,0.65 KM,3.0,1 Votes,"25, Sofi Mahal Biulding, Bharat Rice Mills Compound, Cureex Road, East, Dr Ss Rao Marg, Lalbaug, Gundecha Garden, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Pushpa-General-Stores-Parel/022PXX22-XX22-180328033359-U4W2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Navin Grain Store Lal Baug,0.65 KM,4.4,7 Votes,"Shop Number 28/B , Sofi Mahal Biulding, Parel, Dr Ss Rao Marg, Lal Baug, Mumbai - 400012",https://www.justdial.com/Mumbai/Navin-Grain-Store-Lal-Baug/022PXX22-XX22-181203212636-G1S7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sanjay Stores Parel,0.66 KM,4.0,4 Votes,"Arshiwala Bidg., Laibaug, Dr. Ambedkar Road, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Sanjay-Stores-Parel/022PXX22-XX22-161118140110-F2F7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Korgavkar Brothers Lal Baug,0.69 KM,,0 Votes,"Lal Baug Market Corner, Parel, Dr Baba Saheb Ambedkar Road, Lal Baug, Mumbai - 400012",https://www.justdial.com/Mumbai/Korgavkar-Brothers-Lal-Baug/022PXX22-XX22-181222055655-A6A2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Chetan Cold Drinks And General Stores Parel,0.74 KM,3.0,2 Votes,"1/3, Tejukaya Mansion, Gundecha Garden, Dr Baba Saheb Ambedkar Road, Lalbaug, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Chetan-Cold-Drinks-And-General-Stores-Parel/022PXX22-XX22-180327151419-U6P8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Shri Datta General Stores Parel,0.75 KM,,0 Votes,"Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Shri-Datta-General-Stores-Parel/022PXX22-XX22-180412162419-H3H8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Vanita Anil ghatkar ITC Grand Central Hotel Parel,0.77 KM,,0 Votes,"Shop no 1, Dr Ambedkar road, Parel, Mumbai - 400012, ITC Grand Central Hotel",https://www.justdial.com/Mumbai/Vanita-Anil-ghatkar-ITC-Grand-Central-Hotel-Parel/022PXX22-XX22-161007140019-E2W2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Lokmanya Sweet Shop Opposite Ganesh Cinema Parel,0.78 KM,4.5,2 Votes,"1 Harharwala Building Shop No 6, Sane Guruji Road, Parel, Mumbai - 400012, Opposite Ganesh Cinema",https://www.justdial.com/Mumbai/Lokmanya-Sweet-Shop-Opposite-Ganesh-Cinema-Parel/022PGE20697_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
K K R General Store Opposite Ashoka Tower Parel,0.78 KM,,0 Votes,"Shop No 326, Shapurji Palanji Compound, Dr S S Rao Road, Parel, Mumbai - 400012, Opposite Ashoka Tower",https://www.justdial.com/Mumbai/K-K-R-General-Store-Opposite-Ashoka-Tower-Parel/022PXX22-XX22-171128143004-U2U7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Martuchaya store Near ITC Parel,0.95 KM,,0 Votes,"Dr. BA road, Parel, Mumbai - 400012, Near ITC",https://www.justdial.com/Mumbai/Martuchaya-store-Near-ITC-Parel/022PXX22-XX22-160409143729-J3T4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Gururani General Store Parel,1.06 KM,5.0,1 Votes,"S.P. Compound, Dr S S Rao Road, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Gururani-General-Store-Parel/022PXX22-XX22-150630093834-I7G4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Ashwin general store Parel,1.07 KM,,0 Votes,"S P C compound, Dr S S Rao Road, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Ashwin-general-store-Parel/022PXX22-XX22-150630112837-D2G9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Vimal general store Parel,1.08 KM,,0 Votes,"S.P. Compond, Dr V K Valimbe Marg, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Vimal-general-store-Parel/022PXX22-XX22-150630110414-J4B8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Vimal General Store Near Shraddha Medical Store Parel,1.08 KM,,0 Votes,"Shop No. 685, Sahapur ji Palan Ji Compound, Dr. Vijay Kumar Valimbe Road, Parel, Mumbai - 400012, Near Shraddha Medical Store",https://www.justdial.com/Mumbai/Vimal-General-Store-Near-Shraddha-Medical-Store-Parel/022PXX22-XX22-151223162133-K8I8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Viabhav nagavkar and general stores Opp Shivshena Shakha Parel,1.09 KM,,0 Votes,"Shop No.3,Sai Dham Coperative Housing Society, Parel Village Road, Parel, Mumbai - 400012, Opp Shivshena Shakha",https://www.justdial.com/Mumbai/Viabhav-nagavkar-and-general-stores-Opp-Shivshena-Shakha-Parel/022PXX22-XX22-140530115046-I7P8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Thorat General Store Near Abhudaya Bank Parel,1.12 KM,,0 Votes,"G.D.Ambekar Marg, Parel, Mumbai - 400012, Near Abhudaya Bank",https://www.justdial.com/Mumbai/Thorat-General-Store-Near-Abhudaya-Bank-Parel/022PXX22-XX22-141117181552-T6X4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sai krupa general stores Near sai krupa dryfruits Parel,,,0 Votes,"1170, sai krupa gen stores, g. d. ambekar marg, Parel, Mumbai - 400012, near sai krupa dryfruits",https://www.justdial.com/Mumbai/Sai-krupa-general-stores-Near-sai-krupa-dryfruits-Parel/022PXX22-XX22-170130191501-D7Q2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Patiyane General Stores Near Ram Mandir Parel,,,0 Votes,"Shop No 95/56, Turner Sanitarium, Jerbai Wadia Road, Bhoiwada, Parel, Mumbai - 400012, Near Ram Mandir",https://www.justdial.com/Mumbai/Patiyane-General-Stores-Near-Ram-Mandir-Parel/022PXX22-XX22-171118125008-C6C9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Haria Grain General Store Near Post Office Parel,,,0 Votes,"Shop No M/8, Best Colony, Shree Saibaba Road, Parel, Mumbai - 400012, Near Post Office",https://www.justdial.com/Mumbai/Haria-Grain-General-Store-Near-Post-Office-Parel/022PXX22-XX22-171129170040-T9P7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Durga Medical And General Stores Parel Village Parel,1.14 KM,1.0,1 Votes,"Shop No 8, 40/46-A, Comer Mansion, Bhagwant Rao Paradkar Marg, Parel, Mumbai - 400012, Parel Village",https://www.justdial.com/Mumbai/Durga-Medical-And-General-Stores-Parel-Village-Parel/022PXX22-XX22-121115224810-C3W4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Gangan Tobacco General Store Near Sai Baba Mandir Parel,1.14 KM,,0 Votes,"Shop No 1, Bohari Chawl, Nanabhai Paralkar Road, Parel Village, Parel, Mumbai - 400012, Near Sai Baba Mandir",https://www.justdial.com/Mumbai/Gangan-Tobacco-General-Store-Near-Sai-Baba-Mandir-Parel/022PXX22-XX22-171127131003-T7H1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sai General Stores Opposite Padmavati Apartment Parel,1.14 KM,,0 Votes,"Shop No 3, Kamar Mension, Nanabhai Paralkar Road, Parel Village, Parel, Mumbai - 400012, Opposite Padmavati Apartment",https://www.justdial.com/Mumbai/Sai-General-Stores-Opposite-Padmavati-Apartment-Parel/022PXX22-XX22-171127140023-X3H4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
M K Gupta General Stores Near Laxmi Narayan Temple Parel,1.14 KM,,0 Votes,"Shop No 1, Radhabai Niwas, Nanabhai Paralkar Road, Parel Village, Parel, Mumbai - 400012, Near Laxmi Narayan Temple",https://www.justdial.com/Mumbai/M-K-Gupta-General-Stores-Near-Laxmi-Narayan-Temple-Parel/022PXX22-XX22-171127151018-C7N1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Nagaonkar General Stores Near Shivsena Shakha Parel,1.14 KM,,0 Votes,"Shop No 5, Saidham Building, Nanabhai Paralkar Road, Parel Village, Parel, Mumbai - 400012, Near Shivsena Shakha",https://www.justdial.com/Mumbai/Nagaonkar-General-Stores-Near-Shivsena-Shakha-Parel/022PXX22-XX22-171127165003-Y1K8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Chamunda General Store Parel Village Parel,1.16 KM,,0 Votes,"Shop No 675, Shapurji Palanji Compound, Dr Vijaykumar Valmiki Road, Parel, Mumbai - 400012, Parel Village",https://www.justdial.com/Mumbai/Chamunda-General-Store-Parel-Village-Parel/022PXX22-XX22-171013175027-E4H2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Shree Siddhanath Medical Stores Opposite Hanuman Mandir Parel,1.17 KM,2.0,1 Votes,"Shop 8, Samta Jamal Chawl, G D Ambedkar Road, Parel, Mumbai - 400012, Opposite Hanuman Mandir",https://www.justdial.com/Mumbai/Shree-Siddhanath-Medical-Stores-Opposite-Hanuman-Mandir-Parel/022P8125368_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Liladhar Desar Parel,1.25 KM,,0 Votes,"10 Ram Niwas, Dr Ambedkar Road, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Liladhar-Desar-Parel/022P1945124_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Anil Enterprises Near K E M Hospital Parel,1.28 KM,5.0,1 Votes,"Shop No 3 Mahalaxmi Society, Dr S S Rao Road, Parel, Mumbai - 400012, Near K E M Hospital",https://www.justdial.com/Mumbai/Anil-Enterprises-Near-K-E-M-Hospital-Parel/022PXX22-XX22-180629163159-I3I7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Mahavir Stationery General Store Near Veterinary Laboratory Parel,1.3 KM,,0 Votes,"Shop No 19/B, Bhuvaneshwar Building, Dr V K Walimbe Road, Parel Village, Parel, Mumbai - 400012, Near Veterinary Laboratory",https://www.justdial.com/Mumbai/Mahavir-Stationery-General-Store-Near-Veterinary-Laboratory-Parel/022PXX22-XX22-171127180015-L2D4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Rutuja Stationery General Store Near halfkins Ins Parel,1.32 KM,,0 Votes,"Shop No. 163, Marvadi Vadi, G.D. Ambekar Road, Parel, Mumbai - 400012, Near halfkins Ins.",https://www.justdial.com/Mumbai/Rutuja-Stationery-General-Store-Near-halfkins-Ins-Parel/022PXX22-XX22-151221123809-K1I5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Nanji Kuvarji General Stores Opposite Shree Aadeshwar Jain Mandir Parel,1.32 KM,,0 Votes,"Shop No 1, Nirmala Niwas, Aai Mai Merwamji Street, Parel, Mumbai - 400012, Opposite Shree Aadeshwar Jain Mandir",https://www.justdial.com/Mumbai/Nanji-Kuvarji-General-Stores-Opposite-Shree-Aadeshwar-Jain-Mandir-Parel/022PXX22-XX22-160302115648-Q9E4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Narkar Beedi Shop Gerenal Store Parel,1.32 KM,,0 Votes,"Shop No. 1/2 Dr Amedakar Road, Parel, Mumbai - 400012",https://www.justdial.com/Mumbai/Narkar-Beedi-Shop-Gerenal-Store-Parel/022PXX22-XX22-181221151255-W6X3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Gurukrupa Bakery General Stores Opposite Lalotha Maidan Parel,1.33 KM,,0 Votes,"Shop No 7, 40 46, Kamal Mansion, Village, Parel, Mumbai - 400012, Opposite Lalotha Maidan",https://www.justdial.com/Mumbai/Gurukrupa-Bakery-General-Stores-Opposite-Lalotha-Maidan-Parel/022PXX22-XX22-170906223436-R9R6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Kolage General Stores Near Lalotha Ground Parel,1.33 KM,3.0,2 Votes,"Shop No 4, Bhakti Biulding, Village, Parel, Mumbai - 400012, Near Lalotha Ground",https://www.justdial.com/Mumbai/Kolage-General-Stores-Near-Lalotha-Ground-Parel/022PXX22-XX22-181214211234-X6N1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Mahindrakar kirana store Opp Parel workshop Parel,1.35 KM,,0 Votes,"A6, Vitthal more building,, Ai mai mervanji street, Parel, Mumbai - 400012, Opp Parel workshop",https://www.justdial.com/Mumbai/Mahindrakar-kirana-store-Opp-Parel-workshop-Parel/022PXX22-XX22-160114104256-A1I2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
G S Kirana Store Near Baradevi Mandir Parel,1.37 KM,,0 Votes,"Shop No 12, Saxeria Compound, Mukund Jadhav Road, Golandji Hill, Parel, Mumbai - 400012, Near Baradevi Mandir",https://www.justdial.com/Mumbai/G-S-Kirana-Store-Near-Baradevi-Mandir-Parel/022PXX22-XX22-171125141003-G9Y7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sha Narshi Shivji And Company Near Wadia Hospital Parel,1.38 KM,,0 Votes,"Shop No 1 Parmanand Wadi, G D Ambekar Marg, Parel, Mumbai - 400012, Near Wadia Hospital",https://www.justdial.com/Mumbai/Sha-Narshi-Shivji-And-Company-Near-Wadia-Hospital-Parel/022PXX22-XX22-180618105211-X4Q1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Ashirwad Bakery General Stores Near Dena Bank Opposite Cyclone Krishna Nagar Parel,1.47 KM,4.9,7 Votes,"Shop No 414, Dr Ambedkar Road, Parel, Mumbai - 400012, Near Dena Bank, Opposite Cyclone, Krishna Nagar",https://www.justdial.com/Mumbai/Ashirwad-Bakery-General-Stores-Near-Dena-Bank-Opposite-Cyclone-Krishna-Nagar-Parel/022PXX22-XX22-141014143158-L4Y8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Star Gold Bakery General Store Near Best Kamgar Vasahat Parel,1.48 KM,,0 Votes,"Shop No 3, Savitribai Phule Vasahat, Jerbai Wadia Road, Bhoiwada, Parel, Mumbai - 400012, Near Best Kamgar Vasahat",https://www.justdial.com/Mumbai/Star-Gold-Bakery-General-Store-Near-Best-Kamgar-Vasahat-Parel/022PXX22-XX22-171116134022-B1D4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Shree Siddhivinayak Kirana General Store Near Sai Baba Mandir Parel,1.48 KM,5.0,2 Votes,"Shop No B/9, Khaparidev Society, G D Ambekar Road, Parmanand Wadi, Parel, Mumbai - 400012, Near Sai Baba Mandir",https://www.justdial.com/Mumbai/Shree-Siddhivinayak-Kirana-General-Store-Near-Sai-Baba-Mandir-Parel/022PXX22-XX22-171123135027-Q5R7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sada Sangam General Stores Opposite to Dena Bank Parel,1.5 KM,5.0,2 Votes,"Madhav Bhavan, Shop No7, B.A Road, Jahangir Merwanji Street, Parel, Mumbai - 400012, Opposite to Dena Bank",https://www.justdial.com/Mumbai/Sada-Sangam-General-Stores-Opposite-to-Dena-Bank-Parel/022PXX22-XX22-180223220418-K1I1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Gajanan bidi shop V Parel,1.53 KM,,0 Votes,"Hari bldg, Batlivala road, Parel, Mumbai - 400012, V",https://www.justdial.com/Mumbai/Gajanan-bidi-shop-V-Parel/022PXX22-XX22-141118104638-Q2R7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sahayog kirana stores Post gali Parel,1.53 KM,,0 Votes,"Shop no 8 MadinMasjid Building post gali, Dr S S Rao Road, Parel, Mumbai - 400012, Post gali",https://www.justdial.com/Mumbai/Sahayog-kirana-stores-Post-gali-Parel/022PXX22-XX22-161006101104-K5M9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Jai Mataji General Store Dry Fruit Opposite Vardhaman Krupa Building Parel,1.54 KM,,0 Votes,"Shop No 5, Hari Building, Dr Ambedkar Road, Batliwala Lane, Parel, Mumbai - 400012, Opposite Vardhaman Krupa Building",https://www.justdial.com/Mumbai/Jai-Mataji-General-Store-Dry-Fruit-Opposite-Vardhaman-Krupa-Building-Parel/022PXX22-XX22-171122180038-T9T7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Shree Shretapal Kirana Store Near post office Parel,1.56 KM,,0 Votes,"Madina Manzil shop no10, B.A.road, Parel, Mumbai - 400012, Near post office",https://www.justdial.com/Mumbai/Shree-Shretapal-Kirana-Store-Near-post-office-Parel/022PXX22-XX22-131226114401-Q2Z1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
Sahyog Kirana Stores Next To Post Office Parel,1.56 KM,,0 Votes,"Shop No 8, Dr.B.A. Road, Parel, Mumbai - 400012, Next To Post Office",https://www.justdial.com/Mumbai/Sahyog-Kirana-Stores-Next-To-Post-Office-Parel/022PXX22-XX22-160305180217-F5Q3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIFBhcmVs
