Name,Distance,Rating,Votes,Address,Website,OriginFile 
J S Chaudhary Kirana General Store Near Hanuman Mandir Bhartiya Kamla Nagar Antop Hill Wadala East,0.96 KM,4.4,5 Votes,"Shop No 205, S P Road, Wadala East, Mumbai - 400037, Near Hanuman Mandir, Bhartiya Kamla Nagar Antop Hill",https://www.justdial.com/Mumbai/J-S-Chaudhary-Kirana-General-Store-Near-Hanuman-Mandir-Bhartiya-Kamla-Nagar-Antop-Hill-Wadala-East/022PXX22-XX22-180427185010-S5C6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
National Medical General Stores Opp Gulshan A Bagdad Madarsha Antop Hill,0.98 KM,4.0,3 Votes,"Sangan Nagar, Bharatiya Kamala Nagar, Antop Hill, Mumbai - 400037, Opp Gulshan A Bagdad Madarsha",https://www.justdial.com/Mumbai/National-Medical-General-Stores-Opp-Gulshan-A-Bagdad-Madarsha-Antop-Hill/022PXX22-XX22-110112172018-P6F1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Ashtavinayak Celluers Near Dr Prasun Clinc Antop Hill,0.99 KM,3.5,1 Votes,"B/24,Kalpak Estate Building, Shaikh Mistry Road, Antop Hill, Mumbai - 400037, Near Dr Prasun Clinc",https://www.justdial.com/Mumbai/Ashtavinayak-Celluers-Near-Dr-Prasun-Clinc-Antop-Hill/022PXX22-XX22-130118123835-R7B1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Khan Traders Kirana Stores Bhartiya Kamla Nagar Antop Hill Wadala East,1 KM,5.0,1 Votes,"S P Road, Wadala East, Mumbai - 400037, Bhartiya Kamla Nagar, Antop Hill",https://www.justdial.com/Mumbai/Khan-Traders-Kirana-Stores-Bhartiya-Kamla-Nagar-Antop-Hill-Wadala-East/022PXX22-XX22-180430155018-I7E6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Momin Medical General Stores Opposite Ahlehadies Masjid Antop Hill,1.01 KM,4.8,11 Votes,"R-630, Bharatiya Kamala Nagar, S.P.Road, Antop Hill, Mumbai - 400037, Opposite Ahlehadies Masjid",https://www.justdial.com/Mumbai/Momin-Medical-General-Stores-Opposite-Ahlehadies-Masjid-Antop-Hill/022PXX22-XX22-121217134611-T6I2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Kwality General Store Opposite Building No 48 Motilal Nagar Antop Hill,1.01 KM,,0 Votes,"Shop No.A/115, S M Road, Antop Hill, Mumbai - 400037, Opposite Building No.48,Motilal Nagar",https://www.justdial.com/Mumbai/Kwality-General-Store-Opposite-Building-No-48-Motilal-Nagar-Antop-Hill/022PXX22-XX22-150105163109-B4F9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Jeevitha General Store Near Police Station Bus Stop Antop Hill,1.06 KM,4.5,1 Votes,"Shop No 29 CGS Colony Sector 4, L M Nandkarni Road, Antop Hill, Mumbai - 400037, Near Police Station Bus Stop",https://www.justdial.com/Mumbai/Jeevitha-General-Store-Near-Police-Station-Bus-Stop-Antop-Hill/022PXX22-XX22-160902163253-C8J6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Sulochana General Stores S M D Road Antop Hill,1.11 KM,5.0,4 Votes,"Vishwasrao Chawl,Shop No.2, Antop Hill, Mumbai - 400037, S M D Road",https://www.justdial.com/Mumbai/Sulochana-General-Stores-S-M-D-Road-Antop-Hill/022PXX22-XX22-120308223040-T2V4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Balaji Super Market Near Antophill Church Antop Hill,1.11 KM,,0 Votes,"Shop no.7, S. M Road, Antop Hill, Mumbai - 400037, Near Antophill Church",https://www.justdial.com/Mumbai/Balaji-Super-Market-Near-Antophill-Church-Antop-Hill/022PXX22-XX22-150202170937-G5W4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
R R Store Antop Hill,1.13 KM,2.3,3 Votes,"Shaikh Misree Marg, Kokri Agar, Antop Hill, Mumbai - 400037",https://www.justdial.com/Mumbai/R-R-Store-Antop-Hill/022PXX22-XX22-170913155318-M5P4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEFudG9wIEhpbGw=,Antop Hill
Patel Provision Stores Next to Mehboob Studio Bandra West,0.83 KM,4.2,1008 Votes,"Plot No 100 A, Hill Road, Bandra West, Mumbai - 400050, Next to Mehboob Studio",https://www.justdial.com/Mumbai/Patel-Provision-Stores-Next-to-Mehboob-Studio-Bandra-West/022P8700114_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Solanki Medical And General Stores Near Pali MARKET Bandra West,0.87 KM,4.0,544 Votes,"SHOP NO.14/B Dheeraj Arcade BLDG, Pali NAKA, Bandra West, Mumbai - 400050, Near Pali MARKET",https://www.justdial.com/Mumbai/Solanki-Medical-And-General-Stores-Near-Pali-MARKET-Bandra-West/022PF018415_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Modern Stores Opposite Camy Wafers Bandra West,0.87 KM,4.0,287 Votes,"Shop No 11, Dhiraj Arcade, Pali Naka Road, Bandra West, Mumbai - 400050, Opposite Camy Wafers",https://www.justdial.com/Mumbai/Modern-Stores-Opposite-Camy-Wafers-Bandra-West/022PF015399_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Kalidas Vishram Opposite Shree Laxmi Hotel Next to Fish Market Bandra West,0.2 KM,4.1,157 Votes,"87, N.D.Marg Bazar Road, Bandra West, Mumbai - 400050, Opposite Shree Laxmi Hotel, Next to Fish Market",https://www.justdial.com/Mumbai/Kalidas-Vishram-Opposite-Shree-Laxmi-Hotel-Next-to-Fish-Market-Bandra-West/022PXX22-XX22-121023155238-F5D4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Bombay General Stores Near Hill Road Bandra West,0.46 KM,4.0,335 Votes,"18/413, Jain Mandir Road, Bandra West, Mumbai - 400050, Near Hill Road",https://www.justdial.com/Mumbai/Bombay-General-Stores-Near-Hill-Road-Bandra-West/022PK023775_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Tejani Convenient Stores Near TPS 3 Bandra West,1.13 KM,4.0,169 Votes,"Shop No 1 2, Corner View Cooperative Housing Society, Kamal Kunj 15 & 33 Road Junction, Bandra West, Mumbai - 400050, Near TPS 3",https://www.justdial.com/Mumbai/Tejani-Convenient-Stores-Near-TPS-3-Bandra-West/022P1929510_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Shree Ganesh Medical And General Store Opposite Holy Family Hospital Bandra West,0.5 KM,4.2,42 Votes,"Shop No. 9, Classic Corner, Junction Of Hill Road & St. Andrews Road, Bandra West, Mumbai - 400050, Opposite Holy Family Hospital",https://www.justdial.com/Mumbai/Shree-Ganesh-Medical-And-General-Store-Opposite-Holy-Family-Hospital-Bandra-West/022PXX22-XX22-100430190902-T8S8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Cheap Jack General Stores Opp St Joseph Convent Bandra West,0.11 KM,3.8,96 Votes,"Plot No 63, Hill Road, Bandra West, Mumbai - 400050, Opp St Joseph Convent",https://www.justdial.com/Mumbai/Cheap-Jack-General-Stores-Opp-St-Joseph-Convent-Bandra-West/022PXX22-XX22-000994617350-K6H2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Benzer Super Market Near Saks Hair and Beauty Bandra West,0.49 KM,4.0,78 Votes,"Shop No 4, Saquib, J N Turner Road, Bandra West, Mumbai - 400050, Near Saks Hair and Beauty",https://www.justdial.com/Mumbai/Benzer-Super-Market-Near-Saks-Hair-and-Beauty-Bandra-West/022PAPP20080511IROK8107803_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Roman General Provision Store Opposite Kotak Mahindra Bank Bandra West,0.51 KM,3.9,76 Votes,"Shop No 7, Carlton Court Building, 3 Perry Road, Bandra West, Mumbai - 400050, Opposite Kotak Mahindra Bank",https://www.justdial.com/Mumbai/Roman-General-Provision-Store-Opposite-Kotak-Mahindra-Bank-Bandra-West/022P1235855100N2F7V7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Prince Super Market Near Hongkong Bank Bandra West,0.58 KM,3.6,6 Votes,"16/B, Pali Road, Bandra West, Mumbai - 400050, Near Hongkong Bank",https://www.justdial.com/Mumbai/Prince-Super-Market-Near-Hongkong-Bank-Bandra-West/022PK022480_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Regal Medical General Store Near Mini Panjab Hotel Bandra West,1.06 KM,4.1,41 Votes,"Shop No 1A, Param Jyoti Co-Operative Society, 16th Road, Bandra West, Mumbai - 400050, Near Mini Panjab Hotel",https://www.justdial.com/Mumbai/Regal-Medical-General-Store-Near-Mini-Panjab-Hotel-Bandra-West/022PXX22-XX22-090925112450-R5I6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Royal Society Super Stores Opp Chimbai Police Station Bandra West,0.86 KM,4.4,46 Votes,"Shop No 5, Ocean Side Co Operative Housing Society, 16, Chimbai Road, Bandra West, Mumbai - 400050, Opp Chimbai Police Station",https://www.justdial.com/Mumbai/Royal-Society-Super-Stores-Opp-Chimbai-Police-Station-Bandra-West/022P1933069_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Enkays Foodland Near Rizwi College Bandra West,1.53 KM,3.6,12 Votes,"Shop No. 5, Parichay Building, Sherly Rajan Road, Bandra West, Mumbai - 400050, Near Rizwi College",https://www.justdial.com/Mumbai/Enkays-Foodland-Near-Rizwi-College-Bandra-West/022PXX22-XX22-131227120010-M3Z5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Gems Medical and General Store Near Pali Mala Road Bandra West,1.13 KM,4.2,40 Votes,"Shop No 9, 7, Pali Mala Road, Bandra West, Mumbai - 400050, Near Pali Mala Road",https://www.justdial.com/Mumbai/Gems-Medical-and-General-Store-Near-Pali-Mala-Road-Bandra-West/022PXX22-XX22-120224132003-T8Q7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
In Out Opposite Shoppers Stop Bandra West,0.84 KM,4.1,30 Votes,"241, Linking Road, Bandra West, Mumbai - 400050, Opposite Shoppers Stop",https://www.justdial.com/Mumbai/In-Out-Opposite-Shoppers-Stop-Bandra-West/022PXX22-XX22-140811144054-C3B4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Gala Provision Stores Pali Market Bandra West,0.93 KM,4.7,6 Votes,"Silver Craft Appartment, Pali Mala Road, Bandra West, Mumbai - 400050, Pali Market",https://www.justdial.com/Mumbai/Gala-Provision-Stores-Pali-Market-Bandra-West/022PXX22-XX22-130830004504-G2M2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Bombay Medical And General Store Opppsite Railway Station Near Akbar Academy Bandra West,0.74 KM,4.0,20 Votes,"Shop No 44/2, National Library Road, Nandi Lane, Bandra West, Mumbai - 400050, Opppsite Railway Station, Near Akbar Academy",https://www.justdial.com/Mumbai/Bombay-Medical-And-General-Store-Opppsite-Railway-Station-Near-Akbar-Academy-Bandra-West/022P1211580593Z6R7T4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Noor Medical General Stores Near Nandi Gally Opposite Railway Station Bandra West,0.82 KM,4.3,33 Votes,"42, Ground Floor, Dalal House, National Library Road, Bandra West, Mumbai - 400050, Near Nandi Gally, Opposite Railway Station",https://www.justdial.com/Mumbai/Noor-Medical-General-Stores-Near-Nandi-Gally-Opposite-Railway-Station-Bandra-West/022P1236114395B3H3V9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Pali Chemist Opposite Poonam Jewellers Besides Jude Bakery Near Pali Market Bandra West,0.88 KM,4.0,19 Votes,"Shop 1, 56/A, Pali Mala Road, Bandra West, Mumbai - 400050, Opposite Poonam Jewellers, Besides Jude Bakery, Near Pali Market",https://www.justdial.com/Mumbai/Pali-Chemist-Opposite-Poonam-Jewellers-Besides-Jude-Bakery-Near-Pali-Market-Bandra-West/022PXX22-XX22-000697504605-M6E6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sundaram General Stores 78 Pali Hill Bandra West,1.12 KM,3.8,20 Votes,"Shop No 1, Maria Apartments, Nargis Dutt Road, Bandra West, Mumbai - 400050, 78 Pali Hill",https://www.justdial.com/Mumbai/Sundaram-General-Stores-78-Pali-Hill-Bandra-West/022P1932880_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Janta Store Near Mini Punjab Bandra West,1.16 KM,3.7,11 Votes,"344, Deluxe Building Junction Of 33rd &16th Road, 33rd Road, Bandra West, Mumbai - 400050, Near Mini Punjab",https://www.justdial.com/Mumbai/Janta-Store-Near-Mini-Punjab-Bandra-West/022PXX22-XX22-140723160325-P9E2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Jayant Stores Opp Yoga House Bandra West,1.37 KM,4.0,25 Votes,"40 A, Mark Villas, Shirley Rajan Road, Bandra West, Mumbai - 400050, Opp. Yoga House",https://www.justdial.com/Mumbai/Jayant-Stores-Opp-Yoga-House-Bandra-West/022PXX22-XX22-140602144301-M2I5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
MG Medical General Store Near Pali Market Bandra West,0.91 KM,4.0,42 Votes,"Shop No. 4, Shahina Co-Operative Housing Society, Pali Market Road, Bandra West, Mumbai - 400050, Near Pali Market",https://www.justdial.com/Mumbai/MG-Medical-General-Store-Near-Pali-Market-Bandra-West/022PZE01497_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Care Medical General Store Opposite Angel House Bandra West,1.13 KM,3.8,34 Votes,"Shop No 30, Pali Mala Road, Bandra West, Mumbai - 400050, Opposite Angel House",https://www.justdial.com/Mumbai/Care-Medical-General-Store-Opposite-Angel-House-Bandra-West/022PXX22-XX22-120824024251-C5W9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Central Store Bandra West,0.63 KM,3.7,4 Votes,"Santosh Nagar, Bandra West, Mumbai - 400050",https://www.justdial.com/Mumbai/Central-Store-Bandra-West/022PXX22-XX22-190323100637-Y5N9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sandeep General Stores Opposite Poonam Jewellers Bandra West,0.87 KM,3.5,16 Votes,"Shop No 56/A, Pali Market, Pali Mala Road, Bandra West, Mumbai - 400050, Opposite Poonam Jewellers",https://www.justdial.com/Mumbai/Sandeep-General-Stores-Opposite-Poonam-Jewellers-Bandra-West/022P1932876_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Pali General Stores Opp Jude Bakery Bandra West,0.89 KM,4.3,11 Votes,"Shop No.3, 44, Passion Flower, Pali Naka,, Bandra West, Mumbai - 400050, Opp. Jude Bakery",https://www.justdial.com/Mumbai/Pali-General-Stores-Opp-Jude-Bakery-Bandra-West/022P1933041_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Raghavji Shivji Savla Provision Store New Kant Wadi Bandra West,0.95 KM,4.7,10 Votes,"33 May Flower, Off. Perry Cross Road, Bandra West, Mumbai - 400050, New Kant Wadi",https://www.justdial.com/Mumbai/Raghavji-Shivji-Savla-Provision-Store-New-Kant-Wadi-Bandra-West/022PXX22-XX22-160531140659-D9U5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Vijay Stores Provision General Stores Next To Duke Hotel Bandra West,,3.6,5 Votes,"Chapel Road, Bandra West, Mumbai - 400050, Next To Duke Hotel",https://www.justdial.com/Mumbai/Vijay-Stores-Provision-General-Stores-Next-To-Duke-Hotel-Bandra-West/022PXX22-XX22-110117180130-G1R9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sweet Corner Opposite Lilavati Hospital Bandra West,0.54 KM,5.0,1 Votes,"Shop No.68, Chapel Road, Bandra West, Mumbai - 400050, Opposite Lilavati Hospital",https://www.justdial.com/Mumbai/Sweet-Corner-Opposite-Lilavati-Hospital-Bandra-West/022PXX22-XX22-140325115807-Z6H2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sameer Stores Near Cafe Coffee Day Bandra West,0.69 KM,4.1,18 Votes,"Shop No 1, 87 Chapel Road, Bandra West, Mumbai - 400050, Near Cafe Coffee Day",https://www.justdial.com/Mumbai/Sameer-Stores-Near-Cafe-Coffee-Day-Bandra-West/022PXX22-XX22-140103184510-Z3F4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
N M Foods Opp Jolly Bldg Bandra West,0.71 KM,4.3,12 Votes,"Shop No. 6 Shahina Bldg, Pali Mala Road, Bandra West, Mumbai - 400050, Opp. Jolly Bldg",https://www.justdial.com/Mumbai/N-M-Foods-Opp-Jolly-Bldg-Bandra-West/022PXX22-XX22-120824024509-J3N9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Shafi Stores Barists Lavazza Bandra West,0.8 KM,4.5,27 Votes,"Diamond Arcade Shop No 4, St John Road, Bandra West, Mumbai - 400050, Barists Lavazza",https://www.justdial.com/Mumbai/Shafi-Stores-Barists-Lavazza-Bandra-West/022PCLR20080617IROL572542040_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Ghanshyam Sweets Farsan Opposite Bandra Talao Bandra West,0.8 KM,3.5,3 Votes,"Shop No.4 Old Chapra Building, Turner Road, Bandra West, Mumbai - 400050, Opposite Bandra Talao",https://www.justdial.com/Mumbai/Ghanshyam-Sweets-Farsan-Opposite-Bandra-Talao-Bandra-West/022PXX22-XX22-161105141738-J5B3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
RK Shah Grains Provision Mount Mary Steps Bandra West,1.09 KM,5.0,5 Votes,"Shop No 1 ,Pillar Building, Saint John Baptist Road, Bandra West, Mumbai - 400050, Mount Mary Steps",https://www.justdial.com/Mumbai/RK-Shah-Grains-Provision-Mount-Mary-Steps-Bandra-West/022PXX22-XX22-160528144247-G5C5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Rk Shah General Stores Bandra West,1.1 KM,5.0,2 Votes,"Mount Mary, Dp Road, Bandra West, Mumbai - 400050",https://www.justdial.com/Mumbai/Rk-Shah-General-Stores-Bandra-West/022PXX22-XX22-181221121410-Q5P8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Amy General Stores Pali Naka Near Guru Nanak Garden Bandra West,0.67 KM,4.7,3 Votes,"Shop No. 4, Kit Kat Society, Bandra West, Mumbai - 400050, Pali Naka, Near Guru Nanak Garden",https://www.justdial.com/Mumbai/Amy-General-Stores-Pali-Naka-Near-Guru-Nanak-Garden-Bandra-West/022PXX22-XX22-191121115732-B4W6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Gala Medical General Stores Bandra West,0.21 KM,4.2,6 Votes,"Shop No 78, Karim Cotttage, Bazar Road, Bandra West, Mumbai - 400050",https://www.justdial.com/Mumbai/Gala-Medical-General-Stores-Bandra-West/022P1236020371Y2B5M8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Mutho laxmi Opposite rang sharda Bandra West,0.33 KM,,0 Votes,"Shop no 23, Reclamation, Bandra West, Mumbai - 400050, Opposite rang sharda",https://www.justdial.com/Mumbai/Mutho-laxmi-Opposite-rang-sharda-Bandra-West/022PXX22-XX22-130117123027-N3X5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Health Chemist And General Stores Near Rizvi College Of Management Bandra West,0.51 KM,3.3,8 Votes,"Shop No 2B, Hardik Villa, Sherly Rajan Road, Bandra West, Mumbai - 400050, Near Rizvi College Of Management",https://www.justdial.com/Mumbai/Health-Chemist-And-General-Stores-Near-Rizvi-College-Of-Management-Bandra-West/022PXX22-XX22-141013180035-Z2H2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Modern Sweets Grain Provision Stores Bandra West,0.61 KM,,0 Votes,"Banderwadi, D Monte St, Bandra West, Mumbai - 400050",https://www.justdial.com/Mumbai/Modern-Sweets-Grain-Provision-Stores-Bandra-West/022PXX22-XX22-181012031732-K3U7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Nandi General Store Opposite Nandi Theatre Bandra West,0.75 KM,5.0,1 Votes,"Shop No 5, Bane Sukha Building, National Library Road, Bandra West, Mumbai - 400050, Opposite Nandi Theatre",https://www.justdial.com/Mumbai/Nandi-General-Store-Opposite-Nandi-Theatre-Bandra-West/022PXX22-XX22-121218170659-U9J8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Shah Ratanshi Virji Pali Market Bandra West,0.8 KM,3.0,1 Votes,"Shop No 6, 56-A, Pali Hill Road, Bandra West, Mumbai - 400050, Pali Market",https://www.justdial.com/Mumbai/Shah-Ratanshi-Virji-Pali-Market-Bandra-West/022PXX22-XX22-120823193632-R4L6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Kohinoor General Store Near Noble Chemist Bandra West,,,0 Votes,"Shop No 9, Shivdarshan Building, 15th Road, Bandra West, Mumbai - 400050, Near Noble Chemist",https://www.justdial.com/Mumbai/Kohinoor-General-Store-Near-Noble-Chemist-Bandra-West/022PXX22-XX22-190418194104-D1K2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
New India General Stores Near Pali Market Bandra West,0.83 KM,4.1,31 Votes,"Shop No.1, St. Andrew, Bandra West, Mumbai - 400050, Near Pali Market,",https://www.justdial.com/Mumbai/New-India-General-Stores-Near-Pali-Market-Bandra-West/022PXX22-XX22-150813173656-R6Q2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sharif General Stores Opposite Police Station Bandra West,0.84 KM,,0 Votes,"Shop No. 87, Pali Wala Road, Bandra West, Mumbai - 400050, Opposite Police Station",https://www.justdial.com/Mumbai/Sharif-General-Stores-Opposite-Police-Station-Bandra-West/022PXX22-XX22-140712161614-B5L2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Shree Satguru Krupa General Store Mount Marry Steps Bandra West,1 KM,,0 Votes,"Shop no 1, Rebello Road, Bandra West, Mumbai - 400050, Mount Marry Steps",https://www.justdial.com/Mumbai/Shree-Satguru-Krupa-General-Store-Mount-Marry-Steps-Bandra-West/022PXX22-XX22-140304120435-M8H9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Welcome Stores Opposite Bombay Blue Hotel Bandra West,1.14 KM,2.8,4 Votes,"Shop 1, 33 Road, Bandra West, Mumbai - 400050, Opposite Bombay Blue Hotel",https://www.justdial.com/Mumbai/Welcome-Stores-Opposite-Bombay-Blue-Hotel-Bandra-West/022PXX22-XX22-121220115740-Y8P6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Ayushi General Store Parichay CHS Bandra West,1.51 KM,3.8,24 Votes,"Shop No. 5/E, Sherly Rajan Road, Bandra West, Mumbai - 400050, Parichay CHS",https://www.justdial.com/Mumbai/Ayushi-General-Store-Parichay-CHS-Bandra-West/022PXX22-XX22-101004132446-N5K3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Sea Spray General Stores Hanuman Nagar Bandra West,1.95 KM,3.8,4 Votes,"Shop 96 1/1,, Carter Road, Bandra West, Mumbai - 400050, Hanuman Nagar",https://www.justdial.com/Mumbai/Sea-Spray-General-Stores-Hanuman-Nagar-Bandra-West/022PXX22-XX22-160711155130-G5B8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
Twinkle General Stores Bandra West,,3.0,2 Votes,"Bandra West, Mumbai - 400050",https://www.justdial.com/Mumbai/Twinkle-General-Stores-Bandra-West/022P1224367948F8P1P2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
L P Shah General Dry Fruit Stores Near Jeff Craters Bandra West,,,0 Votes,"53, Chappel Road, Bandra West, Mumbai - 400050, Near Jeff Craters",https://www.justdial.com/Mumbai/L-P-Shah-General-Dry-Fruit-Stores-Near-Jeff-Craters-Bandra-West/022PODAD814_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
A B Stores Near Jain Mandir Bandra West,,5.0,1 Votes,"Shop No 141, Bandra West, Mumbai - 400050, Near Jain Mandir",https://www.justdial.com/Mumbai/A-B-Stores-Near-Jain-Mandir-Bandra-West/022PXX22-XX22-170319205221-L9X1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEJhbmRyYSBXZXN0,Bandra West
